ID,Cemetery,Year,TS,PPA,Tag,Quadrant,Excavation Trench,Sq,Layer,L1 details,Feature,Offering Place,Tomb,Fabric,Fabric variant,Slip and painted decoration,Burnishing and polishing,Shaping process: primary,Shaping process: rim,Shaping process: base,Shaping process: comments,Description,Drawing number,Part,Notes,General shape,Pottery type
TAG6533_EGPOT_04,WT1,2022,,,6533,Q4B,,,L128,,,,"TB12, TB16",Nile B2,,traces of red slip inside,,,,,,"body sherd, the traces of red slip inside are very faint and could be the result of enviromental factors",,X,,Open vessel,Undetermined
TAG6537_EGPOT_01,WT1,2022,,,6537,Q4A,,,L144,,,,TB17,Marl A1,,uncoated,,handmade,,,,"body sherd, handmade",,X,,Closed vessel,Predynastic
TAG6537_EGPOT_02,WT1,2022,,,6537,Q4A,,,L144,,,,TB17,Marl A3,,uncoated,,wheel made,,,,"body sherd from a jar, wheel made",,X,,Closed vessel,Undetermined
TAG6537_EGPOT_03,WT1,2022,,,6537,Q4A,,,L144,,,,TB17,Marl C1,"large inclusions of unmixed clay, visible on the surface",uncoated,,"handmade, interior smoothed irregularly with fingers",,,,"body sherd from a jar, fingers mark on interior, coil made",pot 1,X,,Closed vessel,18b1
TAG6537_EGPOT_04,WT1,2022,,,6537,Q4A,,,L144,,,,TB17,Marl C1,"large inclusions of unmixed clay, visible on the surface",uncoated,,"handmade, interior smoothed irregularly with fingers",,,,"body sherd from a jar, fingers mark on interior, coil made",pot 1,X,,Closed vessel,18b1
TAG6537_EGPOT_05,WT1,2022,,,6537,Q4A,,,L144,,,,TB17,Marl C1,"large inclusions of unmixed clay, visible on the surface",uncoated,,"handmade, interior smoothed irregularly with fingers",,,,"body sherd from a jar, fingers mark on interior, coil made",pot 1,X,,Closed vessel,18b1
TAG6537_EGPOT_06,WT1,2022,,,6537,Q4A,,,L144,,,,TB17,Marl C1,"large inclusions of unmixed clay, visible on the surface",uncoated,,"handmade, interior smoothed irregularly with fingers",,,,"body sherd from a jar, fingers mark on interior, coil made",pot 1,X,,Closed vessel,18b1
TAG6537_EGPOT_07,WT1,2022,,,6537,Q4A,,,L144,,,,TB17,Marl C1,"large inclusions of unmixed clay, visible on the surface",uncoated,,"handmade, interior smoothed irregularly with fingers",,,,"body sherd from a jar, fingers mark on interior, coil made",pot 1,X,,Closed vessel,18b1
TAG6537_EGPOT_08,WT1,2022,,,6537,Q4A,,,L144,,,,TB17,Marl C1,"large inclusions of unmixed clay, visible on the surface",uncoated,,"handmade, interior smoothed irregularly with fingers",,,,"body sherd from a jar, fingers mark on interior, coil made",pot 1,X,,Closed vessel,18b1
TAG6537_EGPOT_09,WT1,2022,,,6537,Q4A,,,L144,,,,TB17,Marl C1,"large inclusions of unmixed clay, visible on the surface",uncoated,,"handmade, interior smoothed irregularly with fingers",,,,"body sherd from a jar, fingers mark on interior, coil made",pot 1,X,,Closed vessel,18b1
TAG6537_EGPOT_10,WT1,2022,,,6537,Q4A,,,L144,,,,TB17,Nile C,,,,handmade,,,,"body sherd, handmade",,X,,Undetermined,Undetermined
TAG6543_EGPOT_01,WT1,2022,,45,6543,Q4A,,,L1,,,,between TB7 and FT26,Marl A3,,uncoated,,wheel made,,wheel made,,"body sherd near base from a small globular jar with folded and modelled rim, short, straight neck and round base. Wheel made",551,X,,Closed vessel,22a1
TAG6543_EGPOT_02,WT1,2022,,45,6543,Q4A,,,L1,,,,between TB7 and FT26,Marl A3,,uncoated,,wheel made,,wheel made,,"body sherd near base from a small globular jar with folded and modelled rim, short, straight neck and round base. Wheel made",551,X,potmark on the exterior,Closed vessel,22a1
TAG6547_EGPOT_01,WT1,2022,,,6547,Q4A,,,L1,,,,S of TB7,Marl A1,,,,handmade,,,,"body sherd, handmade",,X,,Undetermined,Predynastic
TAG6547_EGPOT_02,WT1,2022,,,6547,Q4A,,,L1,,,,S of TB7,Marl A1,coarse,,,,,,,fragment,,X,,Undetermined,Predynastic
TAG6547_EGPOT_03,WT1,2022,,,6547,Q4A,,,L1,,,,S of TB7,Marl C1,,uncoated,,"handmade by coiling, interior smoothed irregularly with fingers",,,,body sherd near the base from a medium size jar. Fingers smoothing inside,Pot 2,X,,Closed vessel,18b1
TAG6547_EGPOT_04,WT1,2022,,,6547,Q4A,,,L1,,,,S of TB7,Nile B2,,,,,,,"Uncertain, worn sherd",fragment,,X,,Undetermined,Undetermined
TAG6571_EGPOT_01,WT1,2022,,47,6571,Q4B,,,L1,,,,,Marl C1,sandy,uncoated,,handmade by coiling and finished on wheel,folded and modelled rim,"Finished on wheel, scrapped outside with tool",,"complete profile of a small jar with folded and modelled rim, globular body and flat base. The vessel was made by coiling but finished on the turn table (Jade). Traces of scraping on the outside of base",601,R,Jade B. looked at it and was able to see the coils. The vessel was then finished on the turn table,Closed vessel,19a
TAG6573_EGPOT_01,WT1,2022,,48,6573,Q4B,,,L1,,,,,Nile B2,,traces of red slip inside,,wheel made,,,,"body sherd, the traces of red slip inside are very faint and could be the result of enviromental factors",,X,,Open vessel,Undetermined
TAG6577_EGPOT_01,WT1,2022,,,6577,Q1B-2B,,,L151,,,,TB19,Marl A3,,uncoated,,"handmade, ridges of coils visible",,"handmade by coiling, scraped outside with tool",,"body sherd near the base from a medium size jar in Marl A3, coil made, scraping marks outside",,X,"same vessel as tags 6062, 6411",Closed vessel,30b3
TAG6588_EGPOT_01,WT1,2022,,,6588,Q3B,,,L1,from W to E: between TB8 and TB20 and the Eastern limit of the cemetery (PSF048),,,,Marl A1,,uncoated,,handmade,,,,"body sherd, handmade",,X,,Closed vessel,Predynastic
TAG6588_EGPOT_02,WT1,2022,,,6588,Q3B,,,L1,from W to E: between TB8 and TB20 and the Eastern limit of the cemetery (PSF048),,,,Marl C2,,uncoated,,handmade by coiling and finished on wheel,,,,body sherd from jar #611 non joining the main reconstructed vessel,611,X,joins body sherds Tag 6447 and Tag 6588,Closed vessel,18b2
TAG6588_EGPOT_03,WT1,2022,,,6588,Q3B,,,L1,from W to E: between TB8 and TB20 and the Eastern limit of the cemetery (PSF048),,,,Marl C2,,uncoated,,handmade by coiling and finished on wheel,,,,body sherd from jar #611 non joining the main reconstructed vessel,611,X,joins body sherd Tag 6588,Closed vessel,18b2
TAG6591_EGPOT_01,WT1,2022,,,6591,Q4B,,,L1,SE trench (from TB14 to SE) ,,,,Marl C1,"large inclusions of unmixed clay, visible on the surface",uncoated,,"handmade, interior smoothed irregularly with fingers",,,,"shoulder sherd from a medium size jar reconstructed from 5 joining sherds. Max diam. at shoulder is 16 cm. Fingers mark on interior, coil made",pot 1,X,joins body sherds in same tag and also Tag 6500,Closed vessel,18b1
TAG6591_EGPOT_02,WT1,2022,,,6591,Q4B,,,L1,SE trench (from TB14 to SE) ,,,,Marl C1,"large inclusions of unmixed clay, visible on the surface",uncoated,,"handmade, interior smoothed irregularly with fingers",,,,"shoulder sherd from a medium size jar reconstructed from 5 joining sherds. Max diam. at shoulder is 16 cm. Fingers mark on interior, coil made",pot 1,X,joins body sherds in same tag ,Closed vessel,18b1
TAG6591_EGPOT_03,WT1,2022,,,6591,Q4B,,,L1,SE trench (from TB14 to SE) ,,,,Marl C1,"large inclusions of unmixed clay, visible on the surface",uncoated,,"handmade, interior smoothed irregularly with fingers",,,,"shoulder sherd from a medium size jar reconstructed from 5 joining sherds. Max diam. at shoulder is 16 cm. Fingers mark on interior, coil made",pot 1,X,joins body sherds in same tag ,Closed vessel,18b1
TAG6591_EGPOT_04,WT1,2022,,,6591,Q4B,,,L1,SE trench (from TB14 to SE) ,,,,Marl C1,"large inclusions of unmixed clay, visible on the surface",uncoated,,"handmade, interior smoothed irregularly with fingers",,,,"shoulder sherd from a medium size jar reconstructed from 5 joining sherds. Max diam. at shoulder is 16 cm. Fingers mark on interior, coil made",pot 1,X,joins body sherds in same tag ,Closed vessel,18b1
TAG6591_EGPOT_05,WT1,2022,,,6591,Q4B,,,L1,SE trench (from TB14 to SE) ,,,,Marl C1,"large inclusions of unmixed clay, visible on the surface",uncoated,,"handmade, interior smoothed irregularly with fingers",,,,"shoulder sherd from a medium size jar reconstructed from 5 joining sherds. Max diam. at shoulder is 16 cm. Fingers mark on interior, coil made",pot 1,X,joins body sherds in same tag ,Closed vessel,18b1
TAG6591_EGPOT_06,WT1,2022,,,6591,Q4B,,,L1,SE trench (from TB14 to SE) ,,,,Marl C2,,uncoated,,handmade by coiling and finished on wheel,,,,shoulder sherd from jar #610,610,X,joins rim sherds Tag 6419 and Tag 6429. It also joins body sherd Tag 6429 (entry 188),Closed vessel,18b2
TAG6602_EGPOT_01,WT1,2022,,,6602,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,Marl A3,,uncoated,,wheel made,,,,"body sherd from a small globular jar with folded and modelled rim, short, straight neck and round base. Wheel made",551,X,,Closed vessel,22a1
TAG6602_EGPOT_02,WT1,2022,,,6602,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,Marl A3,,uncoated,,wheel made,folded and modelled rim,,,"rim sherd, folded and modelled from a small globular jar with short, straight neck and round base. Wheel made",551,R,joins TS 73 and TS 79,Closed vessel,22a1
TAG6602_EGPOT_03,WT1,2022,,,6602,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,Marl A3,,,,,,,"Uncertain, worn sherd",body sherd,,X,,Closed vessel,30b4
TAG6602_EGPOT_04,WT1,2022,,,6602,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,Nile B2,,,,,,,"Uncertain, worn sherd",body sherd,,X,,Undetermined,Undetermined
TAG6602_EGPOT_05,WT1,2022,,,6602,Q3A,,,L1,SW corner of Q3A (S of FT11-TB9 and WSW of TB6-TB7),,,,Nile B2,,,,,,,"Uncertain, worn sherd",body sherd,,X,,Undetermined,Undetermined
TAG6616_EGPOT_01,WT1,2022,,,6616,Q4A,,,L166,,,,TB7,Marl A1,,,,,,,"Uncertain, worn sherd",body sherd,,X,"joins entry #125, 126",Undetermined,Predynastic
TAG6616_EGPOT_02,WT1,2022,,,6616,Q4A,,,L166,,,,TB7,Marl A1,,,,,,,"Uncertain, worn sherd",body sherd,,X,"joins entry #124, 126",Undetermined,Predynastic
TAG6616_EGPOT_03,WT1,2022,,,6616,Q4A,,,L166,,,,TB7,Marl A1,,,,,,,"Uncertain, worn sherd",body sherd,,X,"joins entry #125, 124",Undetermined,Predynastic
TAG6616_EGPOT_04,WT1,2022,,,6616,Q4A,,,L166,,,,TB7,Marl A3,,uncoated,,wheel made,,,,"body sherd from a small globular jar with folded and modelled rim, short, straight neck and round base. Wheel made",551,X,,Closed vessel,22a1
TAG6625_EGPOT_01,WT1,2022,,,6625,Q3A,,,L162,,FT36,,,Marl A3,,uncoated,,wheel made,,,,"body sherd from a small globular jar with folded and modelled rim, short, straight neck and round base. Wheel made",551,X,,Closed vessel,22a1
TAG7451_EGPOT_01,WT1,2024,,34,7451,Q4B,,,L104,,,OPdelta,,Nile B1,Sandy (A1?),uncoated,,,,Wheel made,"Uncertain, done by looking at photographs","Round base from a small vessel, possibly a cup",615,B,"Found in 2024 by Gaia Vincenzi during sieving of Tag6488. Fabric described by Maria Carmela Gatto, drawn by Wojciech Ejsmond.",Open vessel,4a1
TAG7469_EGPOT_01,WT1,2013,12,,7469,Q3B,,,,,,,,Marl C1,,,,,,,"Uncertain, worn sherd","body sherd, handmade, very eroded",,X,,Undetermined,Undetermined
TAG7471_EGPOT_01,WT1,2013,14,,7471,Q4B,,,,,,,,P,,traces of fine combing,,Wheel made,,,,"body sherd, wheel made, post firing potmark",608,X,,Closed vessel,Dipper juglet
TAG7473_EGPOT_01,WT1,2013,16,,7473,Q3B,,,,,,,,P,,traces of fine combing,,Wheel made,,,,"body sherd, near the base, of a dipper juglet, wheel made",608,X,joins body sherds Tag 6458 and Tag 6512. It also joins the main body of the vessel at sherd Tag 6437 (entry 176),Closed vessel,Dipper juglet
TAG7476_EGPOT_01,WT1,2013,19,,7476,Q3B,,,,,,,,Marl C1,"large inclusions of unmixed clay, visible on the surface",,,"handmade, interior smoothed irregularly with fingers",,,,"body sherd near the base from medium size storage jar, very eroded",pot 1,X,,Closed vessel,18b1
TAG7477_EGPOT_01,WT1,2013,20,,7477,Q3B,,,,,,,,Nile C,,uncoated,,,,,"Uncertain, worn sherd","body sherd, quite thick",,X,,Undetermined,Undetermined
TAG7478_EGPOT_01,WT1,2013,21,,7478,Q3B,,,,,,,,Nile C,,uncoated,,,,,"Uncertain, worn sherd","body sherd, quite thick, very eroded",,X,,Undetermined,Undetermined
TAG7480_EGPOT_01,WT1,2013,23,,7480,Q3B,,,,,,,,Marl C2,,"uncoated, eroded inside",,handmade by coiling and finished on wheel,folded and modelled rim,,,rim sherd from a small/medium jar with folded rim,611,R,"same vessel as the sherds found during the 2022 excavation. It is made up of 4 joining sherds, very eroded. It was originally draw in 2018 and given number 550. The sherds excavated in 2022 are much better preserved and the vessel can be reconstructed to the almost complete profile. The vessel was redrawn and given a new number, 611. All sherd from TS23 join with each other.",Closed vessel,18b2
TAG7480_EGPOT_02,WT1,2013,23,,7480,Q3B,,,,,,,,Marl C2,,"uncoated, eroded inside",,handmade by coiling and finished on wheel,folded and modelled rim,,,rim sherd from a small/medium jar with folded rim,611,R,All sherd from TS23 join with each other.,Closed vessel,18b2
TAG7480_EGPOT_03,WT1,2013,23,,7480,Q3B,,,,,,,,Marl C2,,"uncoated, eroded inside",,handmade by coiling and finished on wheel,,,,shoulder sherd from a small/medium jar with folded rim,611,X,All sherd from TS23 join with each other.,Closed vessel,18b2
TAG7480_EGPOT_04,WT1,2013,23,,7480,Q3B,,,,,,,,Marl C2,,"uncoated, eroded inside",,handmade by coiling and finished on wheel,,,,shoulder sherd from a small/medium jar with folded rim,611,X,All sherd from TS23 join with each other.,Closed vessel,18b2
TAG7486_EGPOT_01,WT1,2013,29,,7486,Q3A,,,,,,,,Marl C1,,,,,,,"Uncertain, worn sherd","body sherd, handmade, very eroded",,X,,Undetermined,Undetermined
TAG7487_EGPOT_01,WT1,2013,30,,7487,Q3A,,,,,,,,Marl C2,sandy,,,,,,"Uncertain, worn sherd","body sherd from a closed form, very eroded",,X,,Closed vessel,Undetermined
TAG7489_EGPOT_01,WT1,2013,32,,7489,Q3A,,,,,,,,Nile C,,uncoated,,handmade,,,,"body sherd, quite thick, handmade. Could be the base of a bread tray",,X,,Open vessel,Undetermined
TAG7490_EGPOT_01,WT1,2013,33,,7490,Q3A,,,,,,,,Marl A1,,red slip outside,Polishing outside,handmade,,Mould made,,"base, flat, from a closed form, hand/mould made. Prefiring mark on base",552,B,the base is not completely circular. Joins TS 34. Same fabric as TS#120 and 76,Closed vessel,Predynastic
TAG7491_EGPOT_01,WT1,2013,34,,7491,Q3A,,,,,,,,Marl A1,,Red wash/slip outside,Polishing outside,handmade,,Mould made,,"base, flat, from a closed form, hand/mould made. Prefiring mark on base",552,B,the base is not completely circular. Joins TS 33. Same fabric as TS120 andTS76,Closed vessel,Predynastic
TAG7497_EGPOT_01,WT1,2013,40,,7497,Q4A,,,,,,,,Marl A3,,uncoated,,wheel made,,,,"shoulder sherd from a small globular jar with folded and modelled rim, short, straight neck and round base. Wheel made",551,X,TS 40 joins TS 79,Closed vessel,22a1
TAG7501_EGPOT_01,WT1,2013,44,,7501,Q4B,,,,,,,,Marl A1,,,,,,,"Uncertain, worn sherd","body sherd from a closed form, very eroded",,X,,Closed vessel,Large vessel
TAG7506_EGPOT_01,WT1,2013,49,,7506,Q4B,,,,,,,,Nile C,,red out,,Wheel made,,,,"body sherd from a large closed form, turned",,X,,Closed vessel,Undetermined
TAG7507_EGPOT_01,WT1,2013,50,,7507,Q4B,,,,,,,,Nile C,,uncoated,,,,,"Uncertain, worn sherd","body sherd, quite thick",,X,,Undetermined,Undetermined
TAG7508_EGPOT_01,WT1,2013,51,,7508,Q4B,,,,,,,,Marl A1,,uncoated,,handmade,,,,"body sherd from a large closed form, handmade",,X,,Closed vessel,Predynastic
TAG7509_EGPOT_01,WT1,2013,52,,7509,Q3B-4B,,,,,,,,Marl C1,,uncoated,,"handmade by coiling, interior smoothed irregularly with fingers",,,,"body sherd from a medium size jar, handmade",Pot 2,X,"Joins TS 53, same vessel as Tags 6421, 6243, 6263, 6403, 6547, 6429",Closed vessel,18b1
TAG7510_EGPOT_01,WT1,2013,53,,7510,Q3B,,,,,,,,Marl C1,,uncoated,,"handmade by coiling, interior smoothed irregularly with fingers",,,,"body sherd from a medium size jar, handmade",Pot 2,X,"Joins TS 52, same vessel as Tags 6421, 6243, 6263, 6403, 6547, 6429",Closed vessel,18b1
TAG7511_EGPOT_01,WT1,2013,54,,7511,Q4B,,,,,,,,Nile C,,uncoated,,,,,"Uncertain, worn sherd","body sherd, quite thick",,X,,Undetermined,
TAG7518_EGPOT_01,WT1,2013,61,,7518,Q4B,,,,,,,,Marl C2,,"uncoated, eroded inside",,handmade by coiling and finished on wheel,,,,"body sherd from a small/medium jar, very small fragment",611,X,"possibly same vessel as dr. no. 611, non joining",Closed vessel,18b2
TAG7518_EGPOT_02,WT1,2013,61,,7518,Q4B,,,,,,,,Marl C2,,"uncoated, eroded inside",,handmade by coiling and finished on wheel,,,,body sherd from a small/medium jar,611,X,"possibly same vessel as dr. no. 611, non joining",Closed vessel,18b2
TAG7525_EGPOT_01,WT1,2013,68,,7525,Q4B,,,,,,,,Marl ?,Unknown fabric,uncoated,,"handmade, interior smoothed irregularly with fingers",,,,"large body sherd from a large jar, handmade, with traces of fingers smoothing inside",,X,"One edge is very worn, used as scraper?",Closed vessel,Large vessel
TAG7530_EGPOT_01,WT1,2013,73,,7530,Q4A,,,,,,,,Marl A3,,uncoated,,wheel made,folded and modelled rim,,,"rim sherd, folded and modelled from a small globular jar with short, straight neck and round base. Wheel made",551,R,"TS 73 joins TS 79, shoulder sherd TS 40 and rim in Tag 6602",Closed vessel,22a1
TAG7533_EGPOT_01,WT1,2013,76,,7533,Q4A,,,,,,,,Marl A1,,,,,,,"Uncertain, worn sherd","body sherd from a closed form, very eroded",,X,"same vessel, non joining, as TS# 120, predyn.",Closed vessel,Predynastic (?)
TAG7534_EGPOT_01,WT1,2013,77,,7534,Q4A,,,,,,,,Nile B1,,red splip outside/ eroded inside,,wheel made,,,,"body sherd, wheel made",,X,,Undetermined,Undetermined
TAG7536_EGPOT_01,WT1,2013,79,,7536,Q4A,,,,,,,,Marl A3,,uncoated,,wheel made,folded and modelled rim,,,"rim sherd, folded and modelled from a small globular jar with short, straight neck and round base. Wheel made",551,R,"There are traces of polishing on the exterior, but the surface is worn and the shinning could be the result of erosion. There is a mark near the base in the form of an X, but again, the surface is too worn to state if it was made before or after firing. The vessel was ritually killed. TS 79 joins TS 73 and rim in Tag 6602",Closed vessel,22a1
TAG7538_EGPOT_01,WT1,2013,81,,7538,Q4A,,,,,,,,P,,eroded,,Wheel made,,,,"body sherd, wheel made",608,X,,Closed vessel,Dipper juglet
TAG7540_EGPOT_01,WT1,2013,83,,7540,Q4A,,,,,,,,Marl C1,"large inclusions of unmixed clay, visible on the surface",,,"handmade, interior smoothed irregularly with fingers",,,,"body sherd near the base from medium size storage jar, very eroded",pot 1,X,,Closed vessel,18b1
TAG7551_EGPOT_01,WT1,2013,94,,7551,Q3A,,,,,,,,Marl C1,,uncoated,,,,,"Uncertain, worn sherd",body sherd from a small/medium jar,,X,,Closed vessel,Undetermined
TAG7552_EGPOT_01,WT1,2013,95,,7552,Q3A,,,,,,,,Marl C1,"large inclusions of unmixed clay, visible on the surface",,,"handmade, interior smoothed irregularly with fingers",,,,"body sherd near the base from medium size storage jar, very eroded",pot 1,X,,Closed vessel,18b1
TAG7553_EGPOT_01,WT1,2013,96,,7553,Q3A,,,,,,,,Marl C2,sandy,,,,,,"Uncertain, worn sherd","shoulder sherd and lower neck from a medium size jar, very eroded",,X,"same vessel, non joining, as TS# 104",Closed vessel,Undetermined
TAG7555_EGPOT_01,WT1,2013,98,,7555,Q3A,,,,,,,,Marl C1,"large inclusions of unmixed clay, visible on the surface",,,"handmade, interior smoothed irregularly with fingers",,,,"body sherd near the base from medium size storage jar, very eroded",pot 1,X,,Closed vessel,18b1
TAG7561_EGPOT_01,WT1,2013,104,,7561,Q4A,,,,,,,,Marl C2,sandy,,,,,,"Uncertain, worn sherd","shoulder sherd and lower neck from a medium size jar, very eroded",,X,"same vessel, non joining, as TS# 96",Closed vessel,Undetermined
TAG7562_EGPOT_01,WT1,2013,105,,7562,Q4A,,,,,,,,Marl C1,"large inclusions of unmixed clay, visible on the surface",,,"handmade, interior smoothed irregularly with fingers",,,,"body sherd near the base from medium size storage jar, very eroded",pot 1,X,,Closed vessel,18b1
TAG7565_EGPOT_01,WT1,2013,108,,7565,Q4A,,,,,,,,P,,eroded,,Wheel made,,,,"body sherd, wheel made",608,X,"the fabric is similar to TS# 17 and TS #14, but more crumbly",Closed vessel,Dipper juglet
TAG7571_EGPOT_01,WT1,2013,114,,7571,Q3B,,,,,,,,Marl C1,,,,,,,"Uncertain, worn sherd","body sherd, handmade, very eroded",,X,,Undetermined,Undetermined
TAG7577_EGPOT_01,WT1,2013,120,,7577,Q3B,,,,,,,,Marl A1,,,,,,,"Uncertain, worn sherd","body sherd from a closed form, very eroded",,X,"same vessel, non joining, as TS# 76, predyn.",Closed vessel,Predynastic
TAG7612_EGPOT_01,WT1,2013,155,,7612,Q3A,,,,,,,,Marl C1,"large inclusions of unmixed clay, visible on the surface",,,"handmade, interior smoothed irregularly with fingers",,,,"body sherd near the base from medium size storage jar, very eroded",pot 1,X,,Closed vessel,18b1
TAG7620_EGPOT_01,WT1,2013,163,,7620,Q1B,,,,,,,,Marl C1,"large inclusions of unmixed clay, visible on the surface",,,,,,,"body sherd near the base from medium size storage jar, very eroded",pot 1,X,,Closed vessel,18b1
TAG7664_EGPOT_01,WT1,2018,east of TS 44,,7664,Q4B,,,,,,,,Marl C2,,uncoated and eroded,,handmade by coiling and finished on wheel,,,,"body sherd very near base from a small jar, from surface collection on 10/11/2018",610,XB,joins base in Tag 6419. Original dr. no. 554,Closed vessel,18b2
